933643473	20190708	201907	2019	2019.5151											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	-4.48795180722892	0								4	Shihezi, Xinjiang, China	CH	CH13	13295	44.3	86.0333	-1925525	4	Shihezi, Xinjiang, China	CH	CH13	13295	44.3	86.0333	-1925525	20200707071500	https://www.kulr8.com/news/national/china-cuts-uighur-births-with-iuds-abortion-sterilization/article_5e3fbe83-9781-566a-ba43-1dd6edffe1b4.html
933643474	20190708	201907	2019	2019.5151	CHN	CHINA	CHN																		0	042	042	04	1	1.9	2	1	2	-4.48795180722892	4	Shihezi, Xinjiang, China	CH	CH13	13295	44.3	86.0333	-1925525	0								4	Shihezi, Xinjiang, China	CH	CH13	13295	44.3	86.0333	-1925525	20200707071500	https://www.kulr8.com/news/national/china-cuts-uighur-births-with-iuds-abortion-sterilization/article_5e3fbe83-9781-566a-ba43-1dd6edffe1b4.html
933643475	20190708	201907	2019	2019.5151	SLB	SOLOMON ISLAND	SLB								TWN	TAIWAN	TWN								0	161	161	16	4	-4.0	2	1	2	1.30932896890344	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Kiribati	KR	KR		-5	-170	KR	1	Kiribati	KR	KR		-5	-170	KR	20200707071500	https://international.thenewslens.com/article/137365
933643476	20200607	202006	2020	2020.4301	BELGOVDEV	CHARLES MICHEL	BEL					GOV	DEV		DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		0	030	030	03	1	4.0	2	1	2	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200707071500	https://www.express.co.uk/news/uk/1306031/brexit-news-Michel-barnier-david-frost-no-deal-scenario-eu
933643477	20200607	202006	2020	2020.4301	BELGOVDEV	CHARLES MICHEL	BEL					GOV	DEV		GBR	UNITED KINGDOM	GBR								0	030	030	03	1	4.0	4	1	4	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200707071500	https://www.express.co.uk/news/uk/1306031/brexit-news-Michel-barnier-david-frost-no-deal-scenario-eu
933643478	20200607	202006	2020	2020.4301	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		BELGOVDEV	CHARLES MICHEL	BEL					GOV	DEV		0	030	030	03	1	4.0	2	1	2	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200707071500	https://www.express.co.uk/news/uk/1306031/brexit-news-Michel-barnier-david-frost-no-deal-scenario-eu
933643479	20200607	202006	2020	2020.4301	DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		GBR	UNITED KINGDOM	GBR								0	030	030	03	1	4.0	2	1	2	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200707071500	https://www.express.co.uk/news/uk/1306031/brexit-news-Michel-barnier-david-frost-no-deal-scenario-eu
933643480	20200607	202006	2020	2020.4301	GBR	UNITED KINGDOM	GBR								BELGOVDEV	CHARLES MICHEL	BEL					GOV	DEV		0	030	030	03	1	4.0	4	1	4	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200707071500	https://www.express.co.uk/news/uk/1306031/brexit-news-Michel-barnier-david-frost-no-deal-scenario-eu
933643481	20200607	202006	2020	2020.4301	GBR	UNITED KINGDOM	GBR								DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB		0	030	030	03	1	4.0	2	1	2	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20200707071500	https://www.express.co.uk/news/uk/1306031/brexit-news-Michel-barnier-david-frost-no-deal-scenario-eu
933643482	20200607	202006	2020	2020.4301	MDV	MALE	MDV								JUD	MAGISTRATE						JUD			1	112	112	11	3	-2.0	10	1	10	-5.39568345323741	0								0								0								20200707071500	https://www.thechronicle.com.au/news/couples-daylight-naked-sex-romp-toowoomba-park-pol/4052186/
933643483	20200607	202006	2020	2020.4301	OPP	PROTESTER						OPP													1	1712	171	17	4	-9.2	2	1	2	-2.09643605870021	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20200707071500	https://www.fox43.com/article/news/local/growing-calls-to-remove-christopher-columbus-statue-in-lancaster/521-dcbfc72e-9951-40a4-9913-2fba1cd401e0
933643484	20200607	202006	2020	2020.4301	UKRLEG	UKRAINIAN	UKR					LEG			GOVBUS	CENTRAL BANK						GOV	BUS		0	083	083	08	2	5.0	3	1	3	-0.39840637450199	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20200707071500	http://www.ukrainianjournal.com/index.php?w=article&id=31760
933643485	20200630	202006	2020	2020.4932											GOVMIL	DEFENCE MINIST						GOV	MIL		0	046	046	04	1	7.0	8	1	8	-1.27591706539075	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20200707071500	https://dissidentvoice.org/2020/07/white-supremacist-intelligence-alliance-pushes-china-hostage-standoff/
933643486	20200630	202006	2020	2020.4932											GOVMIL	DEFENCE MINIST						GOV	MIL		0	046	046	04	1	7.0	2	1	2	-1.27591706539075	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20200707071500	https://dissidentvoice.org/2020/07/white-supremacist-intelligence-alliance-pushes-china-hostage-standoff/
933643487	20200630	202006	2020	2020.4932											MEDBUS	MEDIA						MED	BUS		1	046	046	04	1	7.0	10	1	10	-4.33815350389321	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20200707071500	https://www.nbcchicago.com/news/national-international/tiktok-to-leave-hong-kong-as-security-law-raises-worries/2300979/
933643488	20200630	202006	2020	2020.4932											USA	UNITED STATES	USA								1	192	192	19	4	-9.5	1	1	1	-8	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20200707071500	https://fortworthbusiness.com/government/texans-across-the-state-march-to-demand-justice-for-fort-hood-soldier-vanessa-guillen/
933643489	20200630	202006	2020	2020.4932	AUS	AUSTRALIA	AUS								EDU	STUDENT						EDU			1	015	015	01	1	0.0	4	1	4	-2.83267457180501	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20200707071500	https://www.wsws.org/en/articles/2020/07/07/scho-j07.html
933643490	20200630	202006	2020	2020.4932	BUS	AIRLINE						BUS													1	130	130	13	3	-4.4	5	1	5	-1.8348623853211	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	0								4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20200707071500	https://www.reuters.com/article/finnair-traffic-idUSL8N2EE11C
933643491	20200630	202006	2020	2020.4932	EDU	UNIVERSITY						EDU			USA	CALIFORNIA	USA								0	050	050	05	1	3.5	10	1	10	-3.58851674641148	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20200707071500	http://www.jamaicaobserver.com/news/foreign-students-must-leave_US_if_classes_go_online_197953?profile=1470
933643492	20200630	202006	2020	2020.4932	GOVHLH	MINIST OF HEALTH						GOV	HLH												1	0831	083	08	2	5.0	6	1	6	-1.80180180180181	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20200707071500	https://www.cairnspost.com.au/business/work/jacinda-ardern-the-big-risk-for-new-zealand-pm-ahead-of-upcoming-election/news-story/4ddb6ad3e3ee81e33539aab287bdc300?nk=803c2f9392e4bdb76587d7837a98ecea-1594105340
933643493	20200630	202006	2020	2020.4932	GOVHLH	MINIST OF HEALTH						GOV	HLH		NZL	NEW ZEALAND	NZL								1	0831	083	08	2	5.0	2	1	2	-1.80180180180181	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20200707071500	https://www.cairnspost.com.au/business/work/jacinda-ardern-the-big-risk-for-new-zealand-pm-ahead-of-upcoming-election/news-story/4ddb6ad3e3ee81e33539aab287bdc300?nk=803c2f9392e4bdb76587d7837a98ecea-1594105340
933643494	20200630	202006	2020	2020.4932	GOVMIL	DEFENCE MINIST						GOV	MIL												0	046	046	04	1	7.0	8	1	8	-1.27591706539075	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20200707071500	https://dissidentvoice.org/2020/07/white-supremacist-intelligence-alliance-pushes-china-hostage-standoff/
933643495	20200630	202006	2020	2020.4932	GOVMIL	DEFENCE MINIST						GOV	MIL												0	046	046	04	1	7.0	2	1	2	-1.27591706539075	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20200707071500	https://dissidentvoice.org/2020/07/white-supremacist-intelligence-alliance-pushes-china-hostage-standoff/
933643496	20200630	202006	2020	2020.4932	JAM	JAMAICA	JAM																		1	111	111	11	3	-2.0	2	1	2	-3.77833753148615	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	0								4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	20200707071500	http://www.jamaicaobserver.com/entertainment/tommy-gets-noon-deadline_197929?profile=1606
933643497	20200630	202006	2020	2020.4932	JAM	JAMAICA	JAM																		1	193	193	19	4	-10.0	2	1	2	-3.77833753148615	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	0								4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	20200707071500	http://www.jamaicaobserver.com/entertainment/tommy-gets-noon-deadline_197929?profile=1606
933643498	20200630	202006	2020	2020.4932	JAM	JAMAICA	JAM								JAMGOV	JAMAICA	JAM					GOV			1	111	111	11	3	-2.0	2	1	2	-3.77833753148615	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	20200707071500	http://www.jamaicaobserver.com/entertainment/tommy-gets-noon-deadline_197929?profile=1606
933643499	20200630	202006	2020	2020.4932	JAM	JAMAICA	JAM								JAMGOV	JAMAICA	JAM					GOV			1	193	193	19	4	-10.0	2	1	2	-3.77833753148615	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	4	Montego Bay, Saint James, Jamaica	JM	JM12	18429	18.4712	-77.9188	-3752832	20200707071500	http://www.jamaicaobserver.com/entertainment/tommy-gets-noon-deadline_197929?profile=1606
933643500	20200630	202006	2020	2020.4932	JUD	JUDGE						JUD													1	020	020	02	1	3.0	6	1	6	1.90217391304347	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20200707071500	https://livenews.co.nz/2020/07/07/freshwater-commissioners-and-fast-track-consenting-convenor-appointed/
